8,3,4,4,9,6,12,12,11,6,12,8,11,6,10,7,3,4,4,9,6,12,12,11,6,10,12,8,3,4,4,4,12,11,6,12,12,11,6,10,7,2,12,12,6,12,11,12,11,6,10,12,8,3,4,7,12,6,12,11,12,11,6,10,7,11,6,10,12,8,10,12,11,6,12,11,12,12,11,6,12,12,8,9,6,10,12,11,6,12,11,11,6,10,12,11,6,12,12,11,6,12,11,12,12,11,6,12,12,8,12,12,6,12,12,11,6,12,11,12,6,12,11,7,3,4,4,4,12,8,6,12,12,11,6,12,12,11,6,12,11,2,12,8,12,12,6,12,8,3,4,4,4,12,6,12,8,7,2,12,12,6,10,7,3,4,12,8,10,6,12,12,11,6,12,12,8,12,12,11,6,12,12,8,10,7,3,4,4,9,6,12,12,11,6,12,11,10,6,12
8,6,12,11,7,11,6,12,8,3,4,4,4,12,6,12,8,3,4,4,4,12,12,6,12,12,8,12,12,6,12,11,12,8,3,4,4,4,7,11,6,12,11,8,3,4,9,6,12,8,3,4,4,4,9,6,10,12,8,2,12,12,6,12,11,11,6,12,12,11,6,12,11,12,8,10,12,11,6,12,8,3,4,4,9,6,12,12,8,10,6,12,11,12,12,11,6,10,12,8,10,12,6,12,12,11,6,10,7,2,12,11,6,12,12,8,3,4,9,6,12,12,11,6,10,12,8,11,6,12,12,8,10,12,11,6,12,8,3,4,4,4,7,2,12,6,12,8,3,4,7,12,6,12,12,11,6,12,12,11,6,12,12,8,2,12,12,6,12,12,11,6,12,12,8,11,6,12,12,8,3,4,9,6,12,8,10,12,6,12,8,3,4,4,12,12,6,12,12,8
8,7,12,6,12,11,12,12,6,10,7,3,4,4,9,6,12,11,11,6,12,12,11,6,12,11,12,6,12,8,10,6,12,8,3,4,9,6,10,7,12,6,12,8,11,6,12,8,12,6,12,11,12,8,3,4,4,4,9,6,12,11,12,12,8,3,4,4,7,2,12,11,6,12,12,11,6,12,12,11,6,12,11,12,6,12,12,8,7,3,4,4,4,9,6,12,12,11,6,12,8,3,4,4,4,9,6,12,12,11,6,12,11,12,8,7,3,4,4,4,9,6,12,8,12,12,11,6,12,12,11,6,12,11,10,6,12,12,11,6,12,11,4,4,4,9,6,12,12,11,6,12,12,8,7,12,12,8,12,12,11,6,12,12,8,12,12,11,6,12,12,8,3,4,4,4,9,6,12,12,8,12,11,6,12,11,12,12,8,7,3,4,4,4,7,2,12,8,11,6
8,3,4,4,7,12,6,12,11,12,6,12,12,8,3,4,12,12,8,3,4,7,12,6,12,12,11,6,12,12,8,10,6,12,8,7,2,12,11,6,12,8,7,11,6,12,12,8,12,12,6,12,12,11,6,10,7,2,12,6,12,8,10,6,12,12,11,6,12,12,11,6,12,8,10,6,12,8,12,6,12,12,8,3,4,4,4,12,12,6,12,12,11,6,10,7,3,4,4,4,9,6,12,8,7,3,4,12,6,10,7,3,4,7,6,12,12,11,6,12,8,3,4,4,4,7,11,6,12,12,8,6,12,11,12,6,12,11,12,11,6,10,12,8,12,11,6,12,11,12,8,12,12,6,12,8,7,2,12,12,6,12,11,7,6,12,11,12,12,6,12,12,8,7,12,11,6,12,12,11,6,10,12,11,6,12,12,8,10,12,6,10,7,2,12,12,6,12,12,11
8,11,6,12,12,8,2,12,12,6,10,12,11,6,12,12,11,6,12,12,11,6,12,12,8,7,11,6,12,12,11,6,12,11,12,6,12,12,11,6,10,7,2,12,6,12,8,3,4,9,6,12,12,11,6,12,11,12,6,12,8,12,6,12,8,12,6,12,12,11,6,12,11,12,12,8,3,4,7,11,6,12,12,11,6,12,11,12,12,6,12,12,8,3,4,9,6,12,12,8,12,6,12,11,3,4,4,4,7,12,12,6,12,8,7,3,4,4,4,7,12,11,6,10,12,11,6,12,11,11,6,12,11,12,12,8,2,12,12,8,3,4,4,4,9,6,12,8,11,6,12,12,8,7,2,12,6,12,8,12,6,12,12,8,11,6,12,8,7,3,4,4,12,12,6,12,11,12,6,10,7,3,4,4,4,7,6,12,8,12,6,12,12,11,6,12,12,11,6,12
8,3,4,4,12,11,6,12,11,12,12,8,7,3,4,9,6,10,12,11,6,12,8,9,3,4,4,9,6,12,12,11,6,10,12,11,6,12,12,11,6,12,12,11,6,12,11,12,6,12,8,3,4,4,4,9,6,12,8,2,12,6,10,7,3,4,4,9,6,12,11,11,6,12,8,7,2,12,12,6,12,12,11,6,12,12,11,6,12,12,11,6,12,8,12,6,12,12,11,6,10,12,11,6,12,11,12,12,6,12,11,9,3,4,4,9,6,12,12,11,6,12,11,12,6,12,8,2,12,6,10,7,2,12,12,6,12,11,12,6,10,7,2,12,6,12,12,11,6,12,12,11,6,12,11,4,4,4,7,2,12,8,2,12,12,8,3,4,4,4,9,6,12,11,12,6,12,11,4,4,12,6,10,7,2,12,6,10,7,3,4,4,4,12,11,6,12,12,11,6
8,12,6,12,8,7,2,12,6,10,12,8,10,6,12,12,11,6,12,12,11,6,12,8,7,3,4,7,6,12,11,12,12,8,10,6,12,11,12,12,6,12,12,11,6,12,12,11,6,12,11,10,6,12,11,12,11,6,12,12,11,6,12,8,10,7,2,12,6,12,11,12,6,12,8,12,12,6,12,12,8,3,4,4,4,12,6,12,11,12,6,10,12,11,6,12,8,12,6,12,8,12,6,12,12,11,6,12,11,12,8,11,6,10,7,11,6,12,8,12,12,6,12,11,12,12,11,6,12,11,11,6,12,11,12,12,11,6,12,12,8,12,11,6,12,11,9,3,4,4,7,2,12,8,12,6,12,11,12,6,12,8,10,6,12,12,11,6,12,12,11,6,12,11,12,6,12,11,7,3,4,4,12,12,6,10,7,3,4,7,12,12,6,12,12,11,6,12,11,3
8,3,4,4,4,12,6,12,12,11,6,12,11,11,6,10,12,11,6,12,12,11,6,12,11,11,6,12,11,12,6,12,12,11,6,12,11,12,11,6,12,12,11,6,10,7,3,4,4,4,7,2,12,12,11,6,12,12,11,6,12,11,3,4,7,12,12,6,12,12,11,6,12,11,12,6,12,11,4,4,4,7,12,6,12,11,9,3,4,4,4,7,2,12,8,7,3,4,4,9,6,10,12,11,6,12,12,8,6,10,12,11,6,12,12,11,6,12,12,11,6,12,12,8,7,2,12,12,11,6,12,11,3,4,4,12,12,11,6,12,11,4,4,9,6,12,12,11,6,12,12,11,6,12,12,8,6,12,11,12,11,6,12,11,12,6,12,11,12,6,12,12,8,12,6,12,12,11,6,12,12,8,3,4,4,12,11,6,12,12,11,6,12,12,8,11,6,12,11,12
8,11,6,12,11,12,12,6,12,12,11,6,12,12,8,3,4,4,4,9,6,12,8,7,2,12,11,6,12,11,12,11,6,12,11,7,6,12,8,7,3,4,4,4,7,2,12,12,6,10,7,12,6,10,7,3,4,12,8,12,12,6,12,12,11,6,12,8,10,12,11,6,12,11,12,11,6,12,12,11,6,12,12,8,6,12,11,12,12,6,12,12,11,6,12,12,8,3,4,7,6,12,12,8,12,6,12,12,8,7,11,6,10,7,2,12,6,12,11,7,6,12,12,11,6,12,12,11,6,12,11,11,6,10,12,8,12,6,10,7,3,4,9,6,12,12,11,6,12,11,12,6,12,12,11,6,12,11,2,12,12,6,12,12,11,6,12,11,8,12,6,12,8,3,4,4,7,2,12,8,3,4,7,12,11,6,12,8,10,6,10,12,11,6,12,11,12,11,6,12
8,3,4,7,6,12,11,10,12,11,6,10,7,3,4,12,12,8,7,3,4,12,6,12,12,11,6,12,12,8,6,12,12,11,6,12,8,3,4,4,9,6,10,7,3,4,4,12,12,6,12,8,11,6,12,8,3,4,4,4,7,11,6,12,12,8,6,12,12,8,6,12,11,11,6,10,12,11,6,12,12,11,6,12,12,11,6,12,8,12,6,12,12,8,12,6,10,7,3,4,7,12,12,11,6,12,12,11,6,12,8,7,11,6,12,12,8,6,12,12,8,7,3,4,7,12,12,6,12,12,11,6,10,7,3,4,7,12,12,6,12,11,2,12,12,11,6,12,12,11,6,12,12,11,6,12,8,3,4,9,6,12,12,8,12,12,11,6,12,11,10,6,10,7,3,4,4,7,12,8,3,4,4,7,2,12,8,3,4,4,4,7,12,8,3,4,4,4,7,12
9,3,4,4,4,7,12,6,12,11,7,3,4,4,4,9,6,12,12,11,6,12,11,12,6,12,12,8,7,3,4,4,9,6,12,11,7,2,12,12,6,12,8,3,4,9,6,12,11,12,8,6,12,12,8,2,12,12,6,12,12,11,6,12,11,11,6,12,12,11,6,12,11,4,4,4,7,11,6,12,12,11,6,12,12,11,6,12,11,12,11,6,12,12,11,6,12,11,10,12,6,12,12,11,6,12,12,11,6,12,11,10,12,6,12,12,11,6,10,12,8,2,12,12,6,12,11,12,12,6,12,8,3,4,4,7,2,12,12,6,12,8,12,12,11,6,12,11,4,4,9,6,12,11,12,6,12,11,12,12,8,12,6,10,12,11,6,12,12,11,6,12,8,3,4,4,4,7,2,12,12,11,6,12,12,11,6,12,8,3,4,9,6,12,11,12,6,12,12,11
9,3,4,9,6,12,12,11,6,12,8,3,4,4,7,11,6,12,11,7,3,4,4,9,6,12,11,12,6,12,8,11,6,10,7,11,6,12,12,8,12,11,6,12,8,3,4,4,4,12,11,6,12,12,11,6,12,12,11,6,12,11,10,6,12,12,11,6,12,8,12,12,6,12,11,11,6,12,8,3,4,4,4,9,6,12,11,4,4,4,7,2,12,6,12,11,7,11,6,12,12,11,6,12,8,9,3,4,4,4,7,2,12,6,12,11,12,11,6,12,12,11,6,12,12,11,6,12,8,12,12,6,12,12,11,6,12,12,8,3,4,7,12,6,10,7,2,12,11,6,12,12,8,6,12,11,12,8,3,4,4,4,7,11,6,12,8,3,4,4,9,6,10,12,8,11,6,12,12,11,6,12,11,4,4,4,7,2,12,12,11,6,12,8,12,11,6,12,8,7
9,6,12,11,3,4,9,6,12,12,11,6,12,12,11,6,10,12,11,6,12,8,12,11,6,12,8,7,12,12,8,12,12,6,12,8,12,11,6,12,12,11,6,10,12,11,6,12,8,7,3,4,4,4,9,6,12,8,2,12,6,10,7,3,4,4,4,9,6,10,12,8,11,6,12,11,12,12,6,12,12,11,6,12,11,12,12,11,6,12,8,11,6,12,12,8,3,4,9,6,12,12,8,12,12,6,12,8,3,4,9,6,12,11,12,12,6,10,12,8,12,12,11,6,10,12,11,6,12,11,8,7,12,6,12,12,11,6,12,11,12,6,12,11,12,12,8,12,12,6,12,12,8,6,12,12,11,6,12,11,11,6,12,12,8,10,12,6,12,12,8,10,7,3,4,4,9,6,12,12,11,6,12,8,7,3,4,9,6,10,12,11,6,10,12,11,6,12,12,8
9,6,12,12,11,6,12,8,11,6,12,11,11,6,12,8,2,12,6,12,12,11,6,12,12,8,3,4,4,4,9,6,12,12,8,3,4,4,4,9,6,12,12,8,7,3,4,12,11,6,12,11,12,12,11,6,12,11,12,11,6,12,11,4,4,7,2,12,6,12,12,8,3,4,4,4,9,6,12,11,12,12,6,12,8,7,11,6,12,12,11,6,12,11,4,12,6,12,11,11,6,12,11,12,11,6,12,11,12,12,6,10,12,8,7,2,12,12,11,6,12,11,11,6,12,11,12,6,12,11,11,6,12,11,9,6,12,12,11,6,12,11,10,6,12,11,12,11,6,12,11,3,4,4,4,7,12,12,6,12,12,11,6,12,8,11,6,12,11,11,6,12,8,7,2,12,11,6,12,12,11,6,12,12,11,6,12,12,8,10,6,12,12,8,6,12,12,11,6,12
9,6,12,12,11,6,12,12,8,3,4,12,11,6,12,11,4,4,4,9,6,12,8,7,2,12,12,11,6,12,11,12,12,6,12,12,8,3,4,4,4,12,11,6,12,12,11,6,12,11,12,12,11,6,12,8,7,3,4,4,4,7,6,12,12,11,6,12,11,12,12,6,12,12,11,6,12,11,4,9,6,10,12,11,6,12,11,3,4,4,4,9,6,12,8,7,3,4,9,6,10,7,11,6,12,11,12,6,12,11,3,4,4,4,9,6,12,12,8,12,12,6,12,11,12,11,6,12,12,11,6,12,11,11,6,12,12,8,3,4,4,4,9,6,12,8,2,12,6,12,11,12,8,10,6,10,7,2,12,6,12,11,12,6,10,7,2,12,12,11,6,12,8,3,4,7,2,12,12,6,12,11,3,4,4,7,2,12,11,6,12,8,7,3,4,4,9,6,12,12
9,3,4,4,4,9,6,10,7,11,6,12,12,8,12,11,6,12,11,12,6,12,11,12,6,12,11,11,6,12,11,10,7,2,12,12,8,3,4,4,4,9,6,12,11,8,3,4,7,2,12,11,6,12,12,11,6,12,12,8,3,4,4,12,12,6,12,8,7,3,4,4,12,12,11,6,12,8,10,12,11,6,12,11,4,4,7,12,6,12,12,8,12,11,6,12,12,11,6,12,12,8,12,12,6,12,12,11,6,10,12,8,12,6,12,11,12,8,7,3,4,4,4,7,11,6,12,12,11,6,10,12,11,6,12,8,7,6,10,12,8,7,3,4,4,4,9,6,12,12,8,6,12,11,12,6,12,8,11,6,12,11,12,6,12,12,8,6,10,7,11,6,12,11,12,8,12,6,12,12,11,6,12,11,8,7,3,4,4,4,9,6,12,11,7,3,4,7,6,12
9,6,12,8,10,12,6,12,12,8,12,6,12,11,4,9,6,12,8,3,4,4,4,9,6,12,12,11,6,12,11,12,11,6,12,8,12,12,11,6,12,8,10,7,3,4,4,12,12,6,12,12,11,6,12,12,11,6,12,12,8,9,6,10,7,3,4,4,9,6,10,7,3,4,7,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,10,12,8,9,6,12,11,12,11,6,12,12,8,6,12,11,12,11,6,12,8,3,4,9,6,12,11,12,11,6,12,12,11,6,10,12,11,6,10,7,12,8,3,4,4,9,6,12,11,12,11,6,12,12,11,6,12,8,10,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,8,12,11,6,12,12,8,12,6,12,11,12,12,6,12,12,8,10,7,12,12,6,12,12,11,6,12,12,11,6
9,6,12,12,8,3,4,7,2,12,6,12,8,7,2,12,12,6,12,12,11,6,10,12,11,6,12,11,11,6,12,12,11,6,12,11,8,7,3,4,4,4,7,6,12,8,11,6,12,12,11,6,12,12,11,6,12,11,4,9,6,12,11,12,12,11,6,10,7,3,4,4,4,7,2,12,8,10,6,12,12,8,10,6,12,12,11,6,12,11,12,6,12,12,11,6,12,11,12,6,12,12,11,6,12,12,8,7,3,4,7,12,12,8,10,6,12,8,3,4,7,6,12,12,11,6,12,12,8,3,4,9,6,12,12,11,6,12,11,12,12,11,6,12,12,11,6,12,11,12,6,12,11,12,6,12,12,8,10,12,11,6,12,12,11,6,10,7,3,4,12,11,6,12,12,11,6,10,7,3,4,4,7,11,6,12,12,11,6,12,11,7,12,12,11,6,12,12,11,6
9,6,12,12,11,6,12,12,8,3,4,7,11,6,12,11,11,6,10,12,11,6,12,11,7,3,4,9,6,10,12,11,6,12,12,11,6,12,12,11,6,12,8,7,3,4,4,4,7,2,12,12,11,6,12,12,11,6,12,12,8,7,11,6,12,12,11,6,12,12,11,6,12,12,8,6,12,11,3,4,4,4,9,6,12,11,10,6,10,12,11,6,12,12,8,10,12,11,6,12,11,11,6,12,8,3,4,4,4,7,2,12,6,12,11,7,3,4,7,6,12,12,11,6,12,8,12,12,6,10,12,11,6,12,8,12,6,12,11,7,3,4,7,2,12,12,8,10,7,2,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,6,12,12,8,7,3,4,9,6,12,12,11,6,12,12,11,6,12,11,12,12,11,6,12,11,10,6,12,11,12,8,7,3,4,7
9,6,12,11,11,6,10,7,12,12,6,12,11,11,6,12,8,12,11,6,12,11,12,12,8,6,12,11,12,6,12,12,8,10,6,12,11,8,7,3,4,4,9,6,12,12,11,6,12,12,11,6,12,8,9,6,12,11,3,4,4,7,12,11,6,10,7,3,4,4,4,9,6,12,12,11,6,12,11,12,6,12,12,11,6,12,12,8,12,12,6,12,8,3,4,7,2,12,11,6,12,12,8,3,4,9,6,12,11,12,12,6,12,12,8,7,3,4,7,11,6,10,7,12,6,12,8,3,4,4,4,9,6,12,11,11,6,12,8,12,11,6,12,12,8,11,6,12,11,11,6,12,12,8,2,12,6,12,12,11,6,12,12,8,7,3,4,4,4,7,2,12,12,11,6,12,11,12,8,10,7,3,4,9,6,12,11,12,11,6,12,11,12,6,12,12,11,6,12,12
9,6,12,8,3,4,4,4,7,11,6,12,11,10,12,11,6,12,11,12,12,6,12,11,7,12,11,6,12,12,8,7,3,4,4,4,12,12,6,12,8,12,11,6,12,12,8,10,12,11,6,12,12,8,10,7,6,12,12,8,12,11,6,12,12,8,3,4,9,6,12,12,11,6,12,11,4,12,6,12,12,8,10,6,12,12,11,6,12,12,8,12,11,6,10,12,8,3,4,4,4,7,6,12,12,8,3,4,7,11,6,12,12,8,12,12,11,6,12,12,8,6,12,12,11,6,12,12,8,10,12,11,6,12,11,12,11,6,12,12,11,6,12,11,10,6,10,12,8,7,11,6,12,12,8,12,12,6,12,12,11,6,12,12,8,3,4,4,4,9,6,12,8,3,4,4,4,12,12,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,12,6,12,11,7
9,3,4,4,4,9,6,12,12,11,6,12,12,8,2,12,6,12,12,8,12,12,6,10,12,8,10,6,12,8,10,6,10,12,11,6,10,12,8,12,6,12,8,12,11,6,12,12,11,6,12,11,12,11,6,12,8,7,12,6,12,12,11,6,12,8,7,3,4,4,4,9,6,12,12,11,6,12,11,12,6,12,12,11,6,12,8,3,4,12,11,6,12,8,3,4,4,4,9,6,12,11,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,8,3,4,9,6,12,12,11,6,12,11,12,12,8,3,4,4,4,12,8,2,12,12,8,3,4,4,9,6,12,11,8,7,6,12,12,11,6,12,12,8,3,4,4,4,9,6,12,12,11,6,12,12,11,6,12,12,11,6,10,12,11,6,12,12,11,6,12,11,8,11,6,12,12,11,6,12,8,3,4,4,7
9,6,12,11,8,12,12,6,12,12,11,6,12,11,4,4,4,9,6,12,12,11,6,12,12,8,12,11,6,12,12,11,6,10,12,11,6,12,12,11,6,12,12,11,6,10,7,3,4,9,6,12,12,11,6,12,12,11,6,12,11,12,6,12,12,8,3,4,4,4,12,12,6,12,12,11,6,12,12,8,7,12,11,6,12,11,4,7,6,12,11,4,4,9,6,12,11,11,6,12,12,8,3,4,4,4,12,11,6,12,12,11,6,12,11,12,8,10,12,6,12,12,11,6,12,12,8,6,12,12,11,6,12,12,8,7,2,12,11,6,12,12,8,3,4,7,6,12,12,8,7,12,11,6,12,8,12,12,11,6,12,11,11,6,12,12,11,6,12,12,11,6,12,11,12,6,10,12,11,6,12,12,11,6,12,11,12,8,12,11,6,12,12,11,6,12,8,7,3,4
9,3,4,7,2,12,6,10,7,2,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,8,10,6,12,11,12,6,12,11,12,11,6,12,12,11,6,12,12,8,3,4,4,4,9,6,10,7,3,4,7,11,6,12,12,8,3,4,4,9,6,12,12,8,6,12,11,8,12,12,11,6,12,8,3,4,4,9,6,12,11,4,4,7,12,12,6,12,11,12,12,11,6,10,12,8,12,6,12,8,12,6,12,12,11,6,12,8,12,11,6,12,12,11,6,12,11,7,12,12,6,12,11,12,6,12,12,11,6,12,12,8,6,12,12,11,6,12,12,11,6,12,8,7,3,4,9,6,12,11,4,4,7,11,6,12,11,9,6,12,11,4,7,2,12,12,11,6,12,12,8,7,3,4,12,11,6,12,12,11,6,12,8,3,4,4,7,12,6,12,11,4,4,4,9,6
9,3,4,4,7,2,12,11,6,10,7,12,6,12,11,7,3,4,9,6,12,11,12,12,11,6,12,11,12,6,12,12,8,3,4,9,6,12,8,7,3,4,4,4,7,6,12,12,11,6,12,12,8,12,12,6,10,12,11,6,12,8,2,12,12,11,6,12,8,9,6,10,12,8,3,4,4,7,2,12,12,8,3,4,12,12,8,3,4,4,7,2,12,11,6,12,11,4,4,9,6,12,11,11,6,12,11,12,12,6,10,7,3,4,4,9,6,12,11,12,6,10,7,3,4,7,11,6,12,11,12,11,6,12,12,8,6,12,12,11,6,12,12,11,6,12,12,8,3,4,9,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,6,12,12,8,2,12,12,11,6,12,8,12,12,11,6,12,11,4,7,2,12,12,6,10,12,11,6,12,8,2,12,12,6
9,6,12,11,12,6,12,11,4,9,6,10,12,11,6,12,11,12,6,12,11,12,12,11,6,12,12,11,6,10,12,11,6,12,12,11,6,12,12,8,3,4,4,4,9,6,12,11,11,6,12,11,8,6,12,11,7,3,4,4,4,7,6,12,8,7,2,12,12,8,7,3,4,4,4,7,6,12,12,11,6,12,11,12,11,6,12,12,11,6,12,12,8,7,3,4,4,9,6,12,8,3,4,4,7,6,10,12,8,3,4,9,6,12,12,11,6,12,12,8,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,11,6,12,11,11,6,10,12,11,6,12,12,8,7,3,4,4,4,7,2,12,12,11,6,12,12,11,6,10,12,11,6,10,7,11,6,12,11,12,11,6,12,8,3,4,4,4,9,6,12,8,7,3,4,7,2,12,6,12,11,8,7,12
9,3,4,9,6,12,8,12,12,6,12,11,9,3,4,12,8,7,3,4,4,9,6,12,12,8,11,6,12,11,12,6,12,11,12,12,8,2,12,6,12,12,8,7,2,12,8,3,4,7,2,12,8,3,4,12,6,12,8,11,6,10,12,11,6,12,12,11,6,12,12,11,6,10,12,11,6,12,8,7,11,6,12,11,12,12,11,6,12,12,8,3,4,4,12,12,8,11,6,12,8,7,3,4,9,6,12,12,8,12,11,6,12,11,12,12,11,6,12,11,11,6,12,11,12,6,12,11,11,6,12,11,11,6,12,12,11,6,12,12,8,3,4,4,4,9,6,12,12,8,7,3,4,12,12,6,10,12,11,6,12,12,8,7,3,4,12,6,12,11,12,12,6,12,11,3,4,4,9,6,12,12,11,6,12,8,3,4,4,7,2,12,6,12,11,12,6,12,12,11
10,6,12,12,8,6,12,12,11,6,12,8,7,3,4,4,4,7,2,12,8,9,6,12,8,7,3,4,4,4,9,6,10,7,2,12,11,6,12,8,12,12,6,12,12,8,10,6,12,12,8,12,12,11,6,10,12,11,6,12,12,8,7,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,11,6,12,12,11,6,12,12,11,6,10,12,8,12,12,6,12,11,11,6,12,12,11,6,12,8,12,11,6,12,12,8,12,11,6,10,7,12,6,12,11,9,3,4,4,4,9,6,12,8,2,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,8,7,3,4,4,4,7,2,12,11,6,12,11,12,12,6,12,11,12,11,6,12,12,8,3,4,12,11,6,12,12,11,6,12,11,3,4,4,12,12,6,12,8,3,4,4,4,7,11
10,7,3,4,9,6,12,12,11,6,12,12,11,6,12,8,9,3,4,4,7,6,12,12,8,12,12,6,10,7,2,12,12,6,12,12,8,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,12,6,12,11,7,3,4,7,2,12,12,11,6,12,12,11,6,12,8,3,4,4,4,12,12,11,6,12,12,11,6,12,11,4,4,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,12,6,12,12,11,6,12,12,11,6,12,8,7,3,4,4,7,2,12,11,6,12,12,8,10,7,3,4,4,9,6,10,7,3,4,9,6,12,12,8,3,4,4,7,11,6,12,12,8,3,4,7,2,12,6,12,11,12,12,8,10,6,12,11,4,7,11,6,12,11,7,3,4,4
10,12,6,10,12,8,7,3,4,4,4,9,6,10,12,11,6,12,12,8,6,12,12,11,6,12,8,9,3,4,4,4,7,2,12,6,12,12,8,7,2,12,6,12,8,3,4,12,12,6,12,12,8,2,12,11,6,12,11,11,6,12,12,11,6,12,12,11,6,10,7,3,4,9,6,12,12,11,6,12,12,8,3,4,7,2,12,6,12,12,11,6,10,12,8,10,6,12,11,12,6,12,8,10,7,3,4,4,12,6,10,12,8,7,3,4,4,4,7,6,12,12,11,6,12,12,11,6,12,12,8,3,4,9,6,12,12,11,6,10,12,8,12,12,6,12,12,11,6,12,11,12,11,6,12,12,8,12,12,6,10,12,11,6,12,8,9,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,11,6,10,12,11,6,12,11,12,12,6,10,7,2,12,12,11
10,6,12,11,8,10,12,6,12,11,12,11,6,12,12,8,10,12,6,12,12,11,6,12,12,8,12,11,6,12,12,11,6,12,12,11,6,12,11,12,11,6,12,8,12,12,6,10,7,3,4,4,4,12,11,6,12,11,12,11,6,12,12,11,6,12,12,11,6,12,12,8,12,11,6,12,12,11,6,12,11,12,12,11,6,12,11,11,6,12,8,7,3,4,7,12,8,9,6,12,12,8,12,12,11,6,10,12,11,6,10,7,11,6,12,11,12,11,6,10,7,3,4,4,4,12,8,3,4,4,4,9,6,12,11,12,8,7,11,6,12,12,11,6,12,12,11,6,12,8,10,6,12,12,11,6,12,11,7,6,10,7,3,4,4,4,9,6,12,11,12,8,12,11,6,12,8,12,6,12,12,11,6,10,7,3,4,4,4,9,6,12,12,11,6,12,12,11,6,12
10,7,3,4,7,2,12,6,10,12,11,6,10,12,11,6,12,12,11,6,12,8,3,4,4,4,12,12,6,12,8,3,4,4,4,7,2,12,11,6,12,12,8,3,4,4,9,6,12,8,11,6,10,7,3,4,4,4,9,6,12,11,8,2,12,11,6,12,12,11,6,10,7,3,4,4,4,9,6,12,12,11,6,12,11,12,12,6,12,11,12,8,7,2,12,6,12,12,8,10,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,11,6,10,7,2,12,6,12,8,10,6,10,12,8,12,12,6,12,12,8,7,11,6,12,12,11,6,12,11,12,12,11,6,12,11,12,6,10,7,3,4,4,9,6,12,12,11,6,10,12,11,6,12,12,11,6,12,11,12,6,12,11,3,4,4,4,9,6,12,8,10,12,6,12,12,8,6,12,11,2,12,6,12,11
10,6,12,12,11,6,12,8,12,6,12,8,10,12,11,6,12,12,8,3,4,4,4,7,2,12,8,10,6,12,8,2,12,12,6,12,8,3,4,4,7,11,6,10,12,8,3,4,4,4,7,11,6,12,11,12,12,11,6,12,8,7,3,4,4,12,6,12,11,12,11,6,12,12,8,9,6,12,11,2,12,12,6,12,11,12,11,6,12,11,11,6,12,11,12,11,6,12,12,11,6,10,7,3,4,4,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,12,6,12,11,3,4,4,9,6,12,11,12,12,8,6,10,7,3,4,4,9,6,12,12,11,6,12,8,12,12,6,12,11,12,8,3,4,7,11,6,12,12,8,12,6,12,11,10,6,12,12,11,6,10,7,3,4,9,6,10,12,11,6,12,12,11,6,12,12,11,6,12,12
10,12,11,6,12,11,3,4,4,4,7,12,12,6,12,12,11,6,12,11,8,12,6,12,12,11,6,12,11,11,6,12,11,12,6,12,12,11,6,12,12,11,6,12,8,7,3,4,4,12,11,6,12,8,7,11,6,10,7,3,4,12,11,6,12,11,7,3,4,4,4,9,6,12,11,12,6,12,12,11,6,12,11,12,11,6,10,7,3,4,4,7,11,6,12,8,7,3,4,12,6,12,12,11,6,12,8,2,12,12,8,3,4,9,6,12,12,8,11,6,10,12,8,7,6,10,12,11,6,12,12,11,6,12,12,8,3,4,4,12,12,6,12,12,11,6,12,11,12,6,12,11,12,11,6,12,8,11,6,12,12,11,6,12,12,8,6,12,12,11,6,12,8,12,11,6,12,12,11,6,12,12,11,6,12,11,12,11,6,12,12,11,6,12,8,12,6,12,12,8
10,12,6,12,12,11,6,12,12,11,6,12,11,12,6,12,11,12,12,11,6,12,11,12,6,12,11,12,12,6,12,12,11,6,12,12,8,10,6,12,8,10,7,2,12,12,11,6,12,12,8,3,4,4,12,12,11,6,12,12,8,12,11,6,12,12,8,3,4,4,4,7,12,6,12,8,12,6,12,8,7,3,4,9,6,10,12,11,6,12,12,8,12,6,10,7,3,4,4,4,7,2,12,11,6,12,12,11,6,12,12,11,6,12,12,11,6,12,11,8,7,3,4,4,7,2,12,11,6,12,11,11,6,12,8,10,12,11,6,12,12,8,12,12,6,10,12,8,12,6,12,11,7,3,4,4,4,9,6,12,8,3,4,4,4,7,2,12,11,6,12,11,7,3,4,4,4,7,11,6,12,12,11,6,12,11,4,4,9,6,12,12,11,6,12,11,12,12,8,6
